pokedex_number,generation,name,type1,type2,classification,abilities,percentage_male,capture_rate,base_egg_steps,base_happiness,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
178,2,Xatu,psychic,flying,Mystic Pokémon,"['Synchronize', 'Early Bird', 'Magic Bounce']",50.0,75,5120,70,1.5,15.0,470,65,75,70,95,70,95,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
179,2,Mareep,electric,,Wool Pokémon,"['Static', 'Plus']",50.0,235,5120,70,0.6,7.8,280,55,40,40,65,45,35,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
180,2,Flaaffy,electric,,Wool Pokémon,"['Static', 'Plus']",50.0,120,5120,70,0.8,13.3,365,70,55,55,80,60,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
181,2,Ampharos,electric,,Light Pokémon,"['Static', 'Plus']",50.0,45,5120,70,1.4,61.5,610,90,95,105,165,110,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
182,2,Bellossom,grass,,Flower Pokémon,"['Chlorophyll', 'Healer']",50.0,45,5120,70,0.4,5.8,490,75,80,95,90,100,50,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
183,2,Marill,water,fairy,Aquamouse Pokémon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",50.0,190,2560,70,0.4,8.5,250,70,20,50,20,50,40,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
184,2,Azumarill,water,fairy,Aquarabbit Pokémon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",50.0,75,2560,70,0.8,28.5,420,100,50,80,60,80,50,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
185,2,Sudowoodo,rock,,Imitation Pokémon,"['Sturdy', 'Rock Head', 'Rattled']",50.0,65,5120,70,1.2,38.0,410,70,100,115,30,65,30,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
186,2,Politoed,water,,Frog Pokémon,"['Water Absorb', 'Damp', 'Drizzle']",50.0,45,5120,70,1.1,33.9,500,90,75,75,90,100,70,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
187,2,Hoppip,grass,flying,Cottonweed Pokémon,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",50.0,255,5120,70,0.4,0.5,250,35,35,40,35,55,50,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
188,2,Skiploom,grass,flying,Cottonweed Pokémon,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",50.0,120,5120,70,0.6,1.0,340,55,45,50,45,65,80,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
189,2,Jumpluff,grass,flying,Cottonweed Pokémon,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",50.0,45,5120,70,0.8,3.0,460,75,55,70,55,95,110,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
190,2,Aipom,normal,,Long Tail Pokémon,"['Run Away', 'Pickup', 'Skill Link']",50.0,45,5120,70,0.8,11.5,360,55,70,55,40,55,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,2,Sunkern,grass,,Seed Pokémon,"['Chlorophyll', 'Solar Power', 'Early Bird']",50.0,235,5120,70,0.3,1.8,180,30,30,30,30,30,30,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
192,2,Sunflora,grass,,Sun Pokémon,"['Chlorophyll', 'Solar Power', 'Early Bird']",50.0,120,5120,70,0.8,8.5,425,75,75,55,105,85,30,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
193,2,Yanma,bug,flying,Clear Wing Pokémon,"['Speed Boost', 'Compoundeyes', 'Frisk']",50.0,75,5120,70,1.2,38.0,390,65,65,45,75,45,95,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
194,2,Wooper,water,ground,Water Fish Pokémon,"['Damp', 'Water Absorb', 'Unaware']",50.0,255,5120,70,0.4,8.5,210,55,45,45,25,25,15,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
195,2,Quagsire,water,ground,Water Fish Pokémon,"['Damp', 'Water Absorb', 'Unaware']",50.0,90,5120,70,1.4,75.0,430,95,85,85,65,65,35,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
196,2,Espeon,psychic,,Sun Pokémon,"['Synchronize', 'Magic Bounce']",88.1,45,8960,70,0.9,26.5,525,65,65,60,130,95,110,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
197,2,Umbreon,dark,,Moonlight Pokémon,"['Synchronize', 'Inner Focus']",88.1,45,8960,35,1.0,27.0,525,95,65,110,60,130,65,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
198,2,Murkrow,dark,flying,Darkness Pokémon,"['Insomnia', 'Super Luck', 'Prankster']",50.0,30,5120,35,0.5,2.1,405,60,85,42,85,42,91,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
199,2,Slowking,water,psychic,Royal Pokémon,"['Oblivious', 'Own Tempo', 'Regenerator']",50.0,70,5120,70,2.0,79.5,490,95,75,80,100,110,30,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
200,2,Misdreavus,ghost,,Screech Pokémon,['Levitate'],50.0,45,6400,35,0.7,1.0,435,60,60,60,85,85,85,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
201,2,Unown,psychic,,Symbol Pokémon,['Levitate'],,225,10240,70,0.5,5.0,336,48,72,48,72,48,48,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
202,2,Wobbuffet,psychic,,Patient Pokémon,"['Shadow Tag', 'Telepathy']",50.0,45,5120,70,1.3,28.5,405,190,33,58,33,58,33,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
203,2,Girafarig,normal,psychic,Long Neck Pokémon,"['Inner Focus', 'Early Bird', 'Sap Sipper']",50.0,60,5120,70,1.5,41.5,455,70,80,65,90,65,85,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
204,2,Pineco,bug,,Bagworm Pokémon,"['Sturdy', 'Overcoat']",50.0,190,5120,70,0.6,7.2,290,50,65,90,35,35,15,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
205,2,Forretress,bug,steel,Bagworm Pokémon,"['Sturdy', 'Overcoat']",50.0,75,5120,70,1.2,125.8,465,75,90,140,60,60,40,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
206,2,Dunsparce,normal,,Land Snake Pokémon,"['Serene Grace', 'Run Away', 'Rattled']",50.0,190,5120,70,1.5,14.0,415,100,70,70,65,65,45,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,2,Gligar,ground,flying,Flyscorpion Pokémon,"['Hyper Cutter', 'Sand Veil', 'Immunity']",50.0,60,5120,70,1.1,64.8,430,65,75,105,35,65,85,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
208,2,Steelix,steel,ground,Iron Snake Pokémon,"['Rock Head', 'Sturdy', 'Sheer Force']",50.0,25,6400,70,9.2,400.0,610,75,125,230,55,95,30,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
209,2,Snubbull,fairy,,Fairy Pokémon,"['Intimidate', 'Run Away', 'Rattled']",24.6,190,5120,70,0.6,7.8,300,60,80,50,40,40,30,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
210,2,Granbull,fairy,,Fairy Pokémon,"['Intimidate', 'Quick Feet', 'Rattled']",24.6,75,5120,70,1.4,48.7,450,90,120,75,60,60,45,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
211,2,Qwilfish,water,poison,Balloon Pokémon,"['Poison Point', 'Swift Swim', 'Intimidate']",50.0,45,5120,70,0.5,3.9,440,65,95,85,55,55,85,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
212,2,Scizor,bug,steel,Pincer Pokémon,"['Swarm', 'Technician', 'Light Metal']",50.0,25,6400,70,1.8,118.0,600,70,150,140,65,100,75,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
213,2,Shuckle,bug,rock,Mold Pokémon,"['Sturdy', 'Gluttony', 'Contrary']",50.0,190,5120,70,0.6,20.5,505,20,10,230,10,230,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
214,2,Heracross,bug,fighting,Singlehorn Pokémon,"['Swarm', 'Guts', 'Moxie']",50.0,45,6400,70,1.5,54.0,600,80,185,115,40,105,75,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
215,2,Sneasel,dark,ice,Sharp Claw Pokémon,"['Inner Focus', 'Keen Eye', 'Pickpocket']",50.0,60,5120,35,0.9,28.0,430,55,95,55,35,75,115,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
216,2,Teddiursa,normal,,Little Bear Pokémon,"['Pickup', 'Quick Feet', 'Honey Gather']",50.0,120,5120,70,0.6,8.8,330,60,80,50,50,50,40,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,2,Ursaring,normal,,Hibernator Pokémon,"['Guts', 'Quick Feet', 'Unnerve']",50.0,60,5120,70,1.8,125.8,500,90,130,75,75,75,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218,2,Slugma,fire,,Lava Pokémon,"['Magma Armor', 'Flame Body', 'Weak Armor']",50.0,190,5120,70,0.7,35.0,250,40,40,40,70,40,20,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
219,2,Magcargo,fire,rock,Lava Pokémon,"['Magma Armor', 'Flame Body', 'Weak Armor']",50.0,75,5120,70,0.8,55.0,430,60,50,120,90,80,30,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0
220,2,Swinub,ice,ground,Pig Pokémon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50.0,225,5120,70,0.4,6.5,250,50,50,40,30,30,50,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
221,2,Piloswine,ice,ground,Swine Pokémon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50.0,75,5120,70,1.1,55.8,450,100,100,80,60,60,50,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
222,2,Corsola,water,rock,Coral Pokémon,"['Hustle', 'Natural Cure', 'Regenerator']",24.6,60,5120,70,0.6,5.0,410,65,55,95,65,95,35,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
223,2,Remoraid,water,,Jet Pokémon,"['Hustle', 'Sniper', 'Moody']",50.0,190,5120,70,0.6,12.0,300,35,65,35,65,35,65,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
224,2,Octillery,water,,Jet Pokémon,"['Suction Cups', 'Sniper', 'Moody']",50.0,75,5120,70,0.9,28.5,480,75,105,75,105,75,45,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
225,2,Delibird,ice,flying,Delivery Pokémon,"['Vital Spirit', 'Hustle', 'Insomnia']",50.0,45,5120,70,0.9,16.0,330,45,55,45,65,45,75,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
226,2,Mantine,water,flying,Kite Pokémon,"['Swift Swim', 'Water Absorb', 'Water Veil']",50.0,25,6400,70,2.1,220.0,485,85,40,70,80,140,70,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
227,2,Skarmory,steel,flying,Armor Bird Pokémon,"['Keen Eye', 'Sturdy', 'Weak Armor']",50.0,25,6400,70,1.7,50.5,465,65,80,140,40,70,70,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
228,2,Houndour,dark,fire,Dark Pokémon,"['Early Bird', 'Flash Fire', 'Unnerve']",50.0,120,5120,35,0.6,10.8,330,45,60,30,80,50,65,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
229,2,Houndoom,dark,fire,Dark Pokémon,"['Early Bird', 'Flash Fire', 'Unnerve']",50.0,45,5120,35,1.4,35.0,600,75,90,90,140,90,115,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
230,2,Kingdra,water,dragon,Dragon Pokémon,"['Swift Swim', 'Sniper', 'Damp']",50.0,45,5120,70,1.8,152.0,540,75,95,95,95,95,85,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
231,2,Phanpy,ground,,Long Nose Pokémon,"['Pickup', 'Sand Veil']",50.0,120,5120,70,0.5,33.5,330,90,60,60,40,40,40,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
232,2,Donphan,ground,,Armor Pokémon,"['Sturdy', 'Sand Veil']",50.0,60,5120,70,1.1,120.0,500,90,120,120,60,60,50,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
233,2,Porygon2,normal,,Virtual Pokémon,"['Trace', 'Download', 'Analytic']",,45,5120,70,0.6,32.5,515,85,80,90,105,95,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,2,Stantler,normal,,Big Horn Pokémon,"['Intimidate', 'Frisk', 'Sap Sipper']",50.0,45,5120,70,1.4,71.2,465,73,95,62,85,65,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
235,2,Smeargle,normal,,Painter Pokémon,"['Own Tempo', 'Technician', 'Moody']",50.0,45,5120,70,1.2,58.0,250,55,20,35,20,45,75,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,2,Tyrogue,fighting,,Scuffle Pokémon,"['Guts', 'Steadfast', 'Vital Spirit']",100.0,75,6400,70,0.7,21.0,210,35,35,35,35,35,35,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
237,2,Hitmontop,fighting,,Handstand Pokémon,"['Intimidate', 'Technician', 'Steadfast']",100.0,45,6400,70,1.4,48.0,455,50,95,95,35,110,70,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
238,2,Smoochum,ice,psychic,Kiss Pokémon,"['Oblivious', 'Forewarn', 'Hydration']",0.0,45,6400,70,0.4,6.0,305,45,30,15,85,65,65,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0
239,2,Elekid,electric,,Electric Pokémon,"['Static', 'Vital Spirit']",75.4,45,6400,70,0.6,23.5,360,45,63,37,65,55,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
240,2,Magby,fire,,Live Coal Pokémon,"['Flame Body', 'Vital Spirit']",75.4,45,6400,70,0.7,21.4,365,45,75,37,70,55,83,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
241,2,Miltank,normal,,Milk Cow Pokémon,"['Thick Fat', 'Scrappy', 'Sap Sipper']",0.0,45,5120,70,1.2,75.5,490,95,80,105,40,70,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
242,2,Blissey,normal,,Happiness Pokémon,"['Natural Cure', 'Serene Grace', 'Healer']",0.0,30,10240,140,1.5,46.8,540,255,10,10,75,135,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
243,2,Raikou,electric,,Thunder Pokémon,"['Pressure', 'Inner Focus']",,3,20480,35,1.9,178.0,580,90,85,75,115,100,115,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
244,2,Entei,fire,,Volcano Pokémon,"['Pressure', 'Inner Focus']",,3,20480,35,2.1,198.0,580,115,115,85,90,75,100,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
245,2,Suicune,water,,Aurora Pokémon,"['Pressure', 'Inner Focus']",,3,20480,35,2.0,187.0,580,100,75,115,90,115,85,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
246,2,Larvitar,rock,ground,Rock Skin Pokémon,"['Guts', 'Sand Veil']",50.0,45,10240,35,0.6,72.0,300,50,64,50,45,50,41,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
247,2,Pupitar,rock,ground,Hard Shell Pokémon,['Shed Skin'],50.0,45,10240,35,1.2,152.0,410,70,84,70,65,70,51,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
248,2,Tyranitar,rock,dark,Armor Pokémon,"['Sand Stream', 'Unnerve']",50.0,45,10240,35,2.0,202.0,700,100,164,150,95,120,71,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0
249,2,Lugia,psychic,flying,Diving Pokémon,"['Pressure', 'Multiscale']",,3,30720,0,5.2,216.0,680,106,90,130,90,154,110,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
250,2,Ho-Oh,fire,flying,Rainbow Pokémon,"['Pressure', 'Regenerator']",,3,30720,0,3.8,199.0,680,106,130,90,110,154,90,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
251,2,Celebi,psychic,grass,Time Travel Pokémon,['Natural Cure'],,45,30720,100,0.6,5.0,600,100,100,100,100,100,100,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5
252,3,Treecko,grass,,Wood Gecko Pokémon,"['Overgrow', 'Unburden']",88.1,45,5120,70,0.5,5.0,310,40,45,35,65,55,70,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
253,3,Grovyle,grass,,Wood Gecko Pokémon,"['Overgrow', 'Unburden']",88.1,45,5120,70,0.9,21.6,405,50,65,45,85,65,95,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
254,3,Sceptile,grass,,Forest Pokémon,"['Overgrow', 'Unburden']",88.1,45,5120,70,1.7,52.2,630,70,110,75,145,85,145,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
255,3,Torchic,fire,,Chick Pokémon,"['Blaze', 'Speed Boost']",88.1,45,5120,70,0.4,2.5,310,45,60,40,70,50,45,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
256,3,Combusken,fire,fighting,Young Fowl Pokémon,"['Blaze', 'Speed Boost']",88.1,45,5120,70,0.9,19.5,405,60,85,60,85,60,55,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
257,3,Blaziken,fire,fighting,Blaze Pokémon,"['Blaze', 'Speed Boost']",88.1,45,5120,70,1.9,52.0,630,80,160,80,130,80,100,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
258,3,Mudkip,water,,Mud Fish Pokémon,"['Torrent', 'Damp']",88.1,45,5120,70,0.4,7.6,310,50,70,50,50,50,40,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
259,3,Marshtomp,water,ground,Mud Fish Pokémon,"['Torrent', 'Damp']",88.1,45,5120,70,0.7,28.0,405,70,85,70,60,70,50,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
260,3,Swampert,water,ground,Mud Fish Pokémon,"['Torrent', 'Damp']",88.1,45,5120,70,1.5,81.9,635,100,150,110,95,110,70,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
261,3,Poochyena,dark,,Bite Pokémon,"['Run Away', 'Quick Feet', 'Rattled']",50.0,255,3840,70,0.5,13.6,220,35,55,35,30,30,35,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
262,3,Mightyena,dark,,Bite Pokémon,"['Intimidate', 'Quick Feet', 'Moxie']",50.0,127,3840,70,1.0,37.0,420,70,90,70,60,60,70,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
263,3,Zigzagoon,normal,,Tiny Racoon Pokémon,"['Pickup', 'Gluttony', 'Quick Feet']",50.0,255,3840,70,0.4,17.5,240,38,30,41,30,41,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
264,3,Linoone,normal,,Rush Pokémon,"['Pickup', 'Gluttony', 'Quick Feet']",50.0,90,3840,70,0.5,32.5,420,78,70,61,50,61,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
265,3,Wurmple,bug,,Worm Pokémon,"['Shield Dust', 'Run Away']",50.0,255,3840,70,0.3,3.6,195,45,45,35,20,30,20,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
266,3,Silcoon,bug,,Cocoon Pokémon,['Shed Skin'],50.0,120,3840,70,0.6,10.0,205,50,35,55,25,25,15,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
267,3,Beautifly,bug,flying,Butterfly Pokémon,"['Swarm', 'Rivalry']",50.0,45,3840,70,1.0,28.4,395,60,70,50,100,50,65,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
268,3,Cascoon,bug,,Cocoon Pokémon,['Shed Skin'],50.0,120,3840,70,0.7,11.5,205,50,35,55,25,25,15,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
